categories,fund_code,fund_code_descr,departments,organization,organization_descr,program_code,program_code_descr,account,account_descr,fiscal_year,adopted,amended,actual,fiscal_year_descr,row_id
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410120,Supplemental Property Tax,2020,750000,750000,502136.41,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410120
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410130,Homeowners Property Tax,2020,145903,145903,149197.07,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410130
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410135,Delinquent Tax - Penalties/Int,2020,45000,45000,36303.02,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410135
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410140,Property Transfer Tax,2020,800000,800000,752980.36,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410140
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410145,Property Tax In-Lieu of VLF,2020,12471337,12471337,12672511,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410145
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410160,Sales Tax,2020,58741249,58741249,47996886.96,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410160
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410170,Sales Tax - Prop 172,2020,1113607,1113607,1034260.87,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410170
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410180,Transient Occupancy Tax,2020,9619199,9619199,6342560.25,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410180
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410190,Electric Utility Franchise Tax,2020,1363255,1363255,1183884.23,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410190
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410200,Cable TV Franchise Tax,2020,1000000,1000000,756594.38,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410200
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410205,PEG Cable TV Franchise Tax,2020,200000,200000,151697.67,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410205
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410210,Gas Utility Franchise Tax,2020,198640,198640,210033.17,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410210
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410220,Business License Tax,2020,955000,955000,899425.52,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410220
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410225,Solid WasteHauler Frnchise Tax,2020,2404850,2404850,1761697.97,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410225
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410300,Marijuana Bus Tax,2020,0,0,0,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410300
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,415210,Special Business Permits,2020,430,430,215,2019  -  2020,FY2020PRG50500FND101DEP13200ACC415210
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,415215,Marijuana Bus Permit,2020,64575,0,0,2019  -  2020,FY2020PRG50500FND101DEP13200ACC415215
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,415250,Operator's Permits,2020,3000,3000,3525,2019  -  2020,FY2020PRG50500FND101DEP13200ACC415250
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,415999,Other Permits,2020,32913,32913,32577,2019  -  2020,FY2020PRG50500FND101DEP13200ACC415999
Investment Income,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,1000000,346351,451871.95,2019  -  2020,FY2020PRG50500FND101DEP13200ACC425100
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,430205,Motor Vehicle In-Lieu Tax,2020,60000,60000,91674.12,2019  -  2020,FY2020PRG50500FND101DEP13200ACC430205
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,430285,Reimb. of Mandated Costs,2020,50000,50000,1269,2019  -  2020,FY2020PRG50500FND101DEP13200ACC430285
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,430399,Other County Grants/Programs,2020,0,172000,0,2019  -  2020,FY2020PRG50500FND101DEP13200ACC430399
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,435500,Special Events,2020,37800,37800,29689.52,2019  -  2020,FY2020PRG50500FND101DEP13200ACC435500
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,435630,Sale of Maps & Publications,2020,200,200,0,2019  -  2020,FY2020PRG50500FND101DEP13200ACC435630
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,435640,Sale of Other Supplies,2020,700,700,410,2019  -  2020,FY2020PRG50500FND101DEP13200ACC435640
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,435690,Business License Proc Fee,2020,257736,257736,31213,2019  -  2020,FY2020PRG50500FND101DEP13200ACC435690
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,435999,Other Charges for Services,2020,3400,3400,11564.6,2019  -  2020,FY2020PRG50500FND101DEP13200ACC435999
Rental,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,445100,"Buildings/Grounds, Rental",2020,260000,260000,208182.35,2019  -  2020,FY2020PRG50500FND101DEP13200ACC445100
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,450200,Sponsorship,2020,30000,30000,0,2019  -  2020,FY2020PRG50500FND101DEP13200ACC450200
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,450300,Donations,2020,0,0,50,2019  -  2020,FY2020PRG50500FND101DEP13200ACC450300
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,455180,Construction Permit Insp. Fees,2020,0,0,0,2019  -  2020,FY2020PRG50500FND101DEP13200ACC455180
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,455210,Damage to City Property,2020,25000,25000,48027.96,2019  -  2020,FY2020PRG50500FND101DEP13200ACC455210
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,455220,Civil Subpoena Costs,2020,14247,14247,13356.78,2019  -  2020,FY2020PRG50500FND101DEP13200ACC455220
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,455999,Other Reimbursements,2020,405000,185000,53227.67,2019  -  2020,FY2020PRG50500FND101DEP13200ACC455999
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,465600,Nonoperating Income - Other,2020,1060817,0,0,2019  -  2020,FY2020PRG50500FND101DEP13200ACC465600
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,499150,Sale of Other Equipment,2020,1000,1000,2.64,2019  -  2020,FY2020PRG50500FND101DEP13200ACC499150
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,499999,Other,2020,150000,150000,202153.19,2019  -  2020,FY2020PRG50500FND101DEP13200ACC499999
Investment Income,201,Gas Tax Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,100000,100000,98818.44,2019  -  2020,FY2020PRG50500FND201DEP13200ACC425100
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50500,Financial Services,430218,Gasoline Tax - Section 2103,2020,983326,983326,798690.58,2019  -  2020,FY2020PRG50500FND201DEP13200ACC430218
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50500,Financial Services,430220,Gasoline Tax - Section 2105,2020,641417,641417,590858.71,2019  -  2020,FY2020PRG50500FND201DEP13200ACC430220
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50500,Financial Services,430225,Gasoline Tax - Section 2106,2020,421545,421545,369871.18,2019  -  2020,FY2020PRG50500FND201DEP13200ACC430225
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50500,Financial Services,430230,Gasoline Tax - Section 2107.1,2020,842273,842273,746071.6,2019  -  2020,FY2020PRG50500FND201DEP13200ACC430230
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50500,Financial Services,430235,Gasoline Tax - Section 2107.5,2020,10000,10000,10000,2019  -  2020,FY2020PRG50500FND201DEP13200ACC430235
Investment Income,202,Prop 172 -- Public Safety Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,0,0,0,2019  -  2020,FY2020PRG50500FND202DEP13200ACC425100
Investment Income,203,Air Quality Improvement Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,2000,2000,6709.51,2019  -  2020,FY2020PRG50500FND203DEP13200ACC425100
Intergovernmental,203,Air Quality Improvement Fund,Finance,13200,Financial Operations,50500,Financial Services,430240,Air Quality Improvement Fees,2020,146983,146983,110642.9,2019  -  2020,FY2020PRG50500FND203DEP13200ACC430240
Investment Income,205,HOME Program Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,0,0,24855.13,2019  -  2020,FY2020PRG50500FND205DEP13200ACC425100
Investment Income,207,CDBG Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,0,0,427.02,2019  -  2020,FY2020PRG50500FND207DEP13200ACC425100
Investment Income,208,Park Development Fees Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,25000,25000,97147.33,2019  -  2020,FY2020PRG50500FND208DEP13200ACC425100
Investment Income,209,Drainage Fees Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,10000,10000,28353.33,2019  -  2020,FY2020PRG50500FND209DEP13200ACC425100
Investment Income,213,Supp. Law Enforcement COP Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,0,0,11.94,2019  -  2020,FY2020PRG50500FND213DEP13200ACC425100
Intergovernmental,213,Supp. Law Enforcement COP Fund,Finance,13200,Financial Operations,50500,Financial Services,430290,Citizens' Option Public Safety,2020,237775,237775,273683.83,2019  -  2020,FY2020PRG50500FND213DEP13200ACC430290
Investment Income,214,Traffic Impact Fees Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,20000,20000,69615.24,2019  -  2020,FY2020PRG50500FND214DEP13200ACC425100
Investment Income,216,Rental Rehab Program Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,500,500,4005.95,2019  -  2020,FY2020PRG50500FND216DEP13200ACC425100
Fines & Forfeitures,217,Narcotics Forfeiture Fund,Finance,13200,Financial Operations,50500,Financial Services,420150,Asset Forfeiture - Treasury,2020,0,0,10823.59,2019  -  2020,FY2020PRG50500FND217DEP13200ACC420150
Fines & Forfeitures,217,Narcotics Forfeiture Fund,Finance,13200,Financial Operations,50500,Financial Services,420160,Asset Forfeiture - Justice,2020,0,0,597364.33,2019  -  2020,FY2020PRG50500FND217DEP13200ACC420160
Investment Income,217,Narcotics Forfeiture Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,6000,6000,17134.11,2019  -  2020,FY2020PRG50500FND217DEP13200ACC425100
Investment Income,218,Fire System Dev. Fees Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,2700,2700,9178.08,2019  -  2020,FY2020PRG50500FND218DEP13200ACC425100
Investment Income,219,Local Law Enforcement Block Gr,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,0,0,546.72,2019  -  2020,FY2020PRG50500FND219DEP13200ACC425100
Intergovernmental,220,Office of Traffic Safety,Finance,13200,Financial Operations,50500,Financial Services,430199,Other Federal Grants,2020,225000,0,0,2019  -  2020,FY2020PRG50500FND220DEP13200ACC430199
Investment Income,228,Fire Prot Syst Paramedic Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,0,0,1944.67,2019  -  2020,FY2020PRG50500FND228DEP13200ACC425100
Investment Income,251,RMRA Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,0,0,47737.18,2019  -  2020,FY2020PRG50500FND251DEP13200ACC425100
Investment Income,401,Capital Improvements Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,200000,200000,161276.25,2019  -  2020,FY2020PRG50500FND401DEP13200ACC425100
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50500,Financial Services,410100,Secured Property Tax,2020,3500,3500,4121.83,2019  -  2020,FY2020PRG50500FND409DEP13200ACC410100
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50500,Financial Services,410110,Unsecured Property Tax,2020,13,13,12.2,2019  -  2020,FY2020PRG50500FND409DEP13200ACC410110
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50500,Financial Services,410120,Supplemental Property Tax,2020,13,13,6.97,2019  -  2020,FY2020PRG50500FND409DEP13200ACC410120
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50500,Financial Services,410130,Homeowners Property Tax,2020,2,2,2.06,2019  -  2020,FY2020PRG50500FND409DEP13200ACC410130
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50500,Financial Services,410135,Delinquent Tax - Penalties/Int,2020,1,1,0.53,2019  -  2020,FY2020PRG50500FND409DEP13200ACC410135
Investment Income,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,200,200,40.35,2019  -  2020,FY2020PRG50500FND409DEP13200ACC425100
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50500,Financial Services,410100,Secured Property Tax,2020,6500,6500,12649.36,2019  -  2020,FY2020PRG50500FND410DEP13200ACC410100
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50500,Financial Services,410110,Unsecured Property Tax,2020,11,11,10.19,2019  -  2020,FY2020PRG50500FND410DEP13200ACC410110
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50500,Financial Services,410120,Supplemental Property Tax,2020,11,11,5.8,2019  -  2020,FY2020PRG50500FND410DEP13200ACC410120
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50500,Financial Services,410130,Homeowners Property Tax,2020,2,2,1.73,2019  -  2020,FY2020PRG50500FND410DEP13200ACC410130
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50500,Financial Services,410135,Delinquent Tax - Penalties/Int,2020,1,1,0.45,2019  -  2020,FY2020PRG50500FND410DEP13200ACC410135
Investment Income,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,400,400,83.22,2019  -  2020,FY2020PRG50500FND410DEP13200ACC425100
Investment Income,413,Golf Course Improvement Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,0,0,0,2019  -  2020,FY2020PRG50500FND413DEP13200ACC425100
Investment Income,415,"Measure ""M2"" Fund",Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,0,0,5574.85,2019  -  2020,FY2020PRG50500FND415DEP13200ACC425100
Investment Income,416,"Measure ""M2"" Fairshare",Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,30000,30000,65841.48,2019  -  2020,FY2020PRG50500FND416DEP13200ACC425100
Intergovernmental,416,"Measure ""M2"" Fairshare",Finance,13200,Financial Operations,50500,Financial Services,430306,"Measure ""M2"" Fairshare",2020,2659109,2659109,2368297.5,2019  -  2020,FY2020PRG50500FND416DEP13200ACC430306
Investment Income,417,Jack Hammett SC Cap Impr Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,2500,2500,8121.78,2019  -  2020,FY2020PRG50500FND417DEP13200ACC425100
Investment Income,418,Lions Park Proj 2017 Bond Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,0,0,23690.28,2019  -  2020,FY2020PRG50500FND418DEP13200ACC425100
Investment Income,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50500,Financial Services,425100,Investment Earnings,2020,11293,11293,9904.71,2019  -  2020,FY2020PRG50500FND601DEP13200ACC425100
Miscellaneous,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50500,Financial Services,499120,Sale of Automotive Equipment,2020,0,0,26854.5,2019  -  2020,FY2020PRG50500FND601DEP13200ACC499120
Miscellaneous,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50500,Financial Services,499150,Sale of Other Equipment,2020,0,0,3316.2,2019  -  2020,FY2020PRG50500FND601DEP13200ACC499150
