fiscal_year,adopted,amended,expended,categories,sub_categories,fund_code,departments,organization,organization_descr,program_code,account_groupings,account,fund_code_descr,program_code_descr,account_descr,fiscal_year_descr,row_id
2020,0,0,2146.57,Transportation,Administration,101,Public Services,19200,Engineering,30310,Salaries and Benefits,501800,General Fund,Public Services - Development,Separation Pay-Off,2019  -  2020,FY2020PRG30310FND101DEP19200ACC501800
2020,2300,2300,1648,Transportation,Administration,101,Public Services,19200,Engineering,30310,Salaries and Benefits,501900,General Fund,Public Services - Development,Other Compensation,2019  -  2020,FY2020PRG30310FND101DEP19200ACC501900
2020,32000,32000,27452.37,Transportation,Administration,101,Public Services,19200,Engineering,30310,Salaries and Benefits,505100,General Fund,Public Services - Development,Cafeteria Plan,2019  -  2020,FY2020PRG30310FND101DEP19200ACC505100
2020,2400,2400,2430.32,Transportation,Administration,101,Public Services,19200,Engineering,30310,Salaries and Benefits,505200,General Fund,Public Services - Development,Medicare,2019  -  2020,FY2020PRG30310FND101DEP19200ACC505200
2020,65000,63459,51100.77,Transportation,Administration,101,Public Services,19200,Engineering,30310,Salaries and Benefits,505300,General Fund,Public Services - Development,Retirement,2019  -  2020,FY2020PRG30310FND101DEP19200ACC505300
2020,190,190,39.54,Transportation,Administration,101,Public Services,19200,Engineering,30310,Salaries and Benefits,505500,General Fund,Public Services - Development,Executive Prof Development,2019  -  2020,FY2020PRG30310FND101DEP19200ACC505500
2020,200,200,0,Transportation,Administration,101,Public Services,19200,Engineering,30310,Maintenance and Operations,510100,General Fund,Public Services - Development,Stationery and Office,2019  -  2020,FY2020PRG30310FND101DEP19200ACC510100
2020,0,154,208.87,Transportation,Administration,101,Public Services,19200,Engineering,30310,Maintenance and Operations,510200,General Fund,Public Services - Development,"Multi-Media, Promos, Subscrpt.",2019  -  2020,FY2020PRG30310FND101DEP19200ACC510200
2020,600,289,289,Transportation,Administration,101,Public Services,19200,Engineering,30310,Maintenance and Operations,520900,General Fund,Public Services - Development,Professional Development,2019  -  2020,FY2020PRG30310FND101DEP19200ACC520900
2020,62400,62400,56770.28,Transportation,Administration,101,Public Services,19200,Engineering,30320,Salaries and Benefits,501200,General Fund,Public Services- Real Property,Regular Salaries - Non-Sworn,2019  -  2020,FY2020PRG30320FND101DEP19200ACC501200
2020,1000,1000,578.13,Transportation,Administration,101,Public Services,19200,Engineering,30320,Salaries and Benefits,501600,General Fund,Public Services- Real Property,Vacation/Comp. Time Cash Out,2019  -  2020,FY2020PRG30320FND101DEP19200ACC501600
2020,0,0,115.63,Transportation,Administration,101,Public Services,19200,Engineering,30320,Salaries and Benefits,501700,General Fund,Public Services- Real Property,Holiday Allowance,2019  -  2020,FY2020PRG30320FND101DEP19200ACC501700
2020,0,0,2146.57,Transportation,Administration,101,Public Services,19200,Engineering,30320,Salaries and Benefits,501800,General Fund,Public Services- Real Property,Separation Pay-Off,2019  -  2020,FY2020PRG30320FND101DEP19200ACC501800
2020,1000,1000,363.42,Transportation,Administration,101,Public Services,19200,Engineering,30320,Salaries and Benefits,501900,General Fund,Public Services- Real Property,Other Compensation,2019  -  2020,FY2020PRG30320FND101DEP19200ACC501900
2020,11000,11000,9285.32,Transportation,Administration,101,Public Services,19200,Engineering,30320,Salaries and Benefits,505100,General Fund,Public Services- Real Property,Cafeteria Plan,2019  -  2020,FY2020PRG30320FND101DEP19200ACC505100
2020,25400,24798,19779,Transportation,Administration,101,Public Services,19200,Engineering,30320,Salaries and Benefits,505300,General Fund,Public Services- Real Property,Retirement,2019  -  2020,FY2020PRG30320FND101DEP19200ACC505300
2020,190,190,39.54,Transportation,Administration,101,Public Services,19200,Engineering,30320,Salaries and Benefits,505500,General Fund,Public Services- Real Property,Executive Prof Development,2019  -  2020,FY2020PRG30320FND101DEP19200ACC505500
2020,150,150,0,Transportation,Administration,101,Public Services,19200,Engineering,30320,Maintenance and Operations,510100,General Fund,Public Services- Real Property,Stationery and Office,2019  -  2020,FY2020PRG30320FND101DEP19200ACC510100
2020,0,56,75.96,Transportation,Administration,101,Public Services,19200,Engineering,30320,Maintenance and Operations,510200,General Fund,Public Services- Real Property,"Multi-Media, Promos, Subscrpt.",2019  -  2020,FY2020PRG30320FND101DEP19200ACC510200
2020,550,0,0,Transportation,Administration,101,Public Services,19200,Engineering,30320,Maintenance and Operations,520900,General Fund,Public Services- Real Property,Professional Development,2019  -  2020,FY2020PRG30320FND101DEP19200ACC520900
2020,565200,565200,548797.47,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Salaries and Benefits,501200,General Fund,Park Maintenance,Regular Salaries - Non-Sworn,2019  -  2020,FY2020PRG40111FND101DEP19500ACC501200
2020,7500,7500,1564.74,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Salaries and Benefits,501400,General Fund,Park Maintenance,Overtime,2019  -  2020,FY2020PRG40111FND101DEP19500ACC501400
2020,7000,7000,6089.97,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Salaries and Benefits,501600,General Fund,Park Maintenance,Vacation/Comp. Time Cash Out,2019  -  2020,FY2020PRG40111FND101DEP19500ACC501600
2020,4300,4300,2989.93,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Salaries and Benefits,501700,General Fund,Park Maintenance,Holiday Allowance,2019  -  2020,FY2020PRG40111FND101DEP19500ACC501700
2020,20500,20500,18998.78,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Salaries and Benefits,501900,General Fund,Park Maintenance,Other Compensation,2019  -  2020,FY2020PRG40111FND101DEP19500ACC501900
2020,99200,99200,96335.48,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Salaries and Benefits,505100,General Fund,Park Maintenance,Cafeteria Plan,2019  -  2020,FY2020PRG40111FND101DEP19500ACC505100
2020,8500,8500,8915.7,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Salaries and Benefits,505200,General Fund,Park Maintenance,Medicare,2019  -  2020,FY2020PRG40111FND101DEP19500ACC505200
2020,233500,227962,186122.76,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Salaries and Benefits,505300,General Fund,Park Maintenance,Retirement,2019  -  2020,FY2020PRG40111FND101DEP19500ACC505300
2020,500,500,0,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,510200,General Fund,Park Maintenance,"Multi-Media, Promos, Subscrpt.",2019  -  2020,FY2020PRG40111FND101DEP19500ACC510200
2020,5000,4000,811.75,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,510300,General Fund,Park Maintenance,Small Tools and Equipment,2019  -  2020,FY2020PRG40111FND101DEP19500ACC510300
2020,3000,3000,1640.07,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,510400,General Fund,Park Maintenance,Uniforms and Clothing,2019  -  2020,FY2020PRG40111FND101DEP19500ACC510400
2020,45000,42500,41276.24,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,510600,General Fund,Park Maintenance,Maintenance and Construction,2019  -  2020,FY2020PRG40111FND101DEP19500ACC510600
2020,90000,90000,66515.99,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,510700,General Fund,Park Maintenance,Agriculture,2019  -  2020,FY2020PRG40111FND101DEP19500ACC510700
2020,2300,2300,1161.06,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,515100,General Fund,Park Maintenance,Electricity - Buildings & Fac.,2019  -  2020,FY2020PRG40111FND101DEP19500ACC515100
2020,135200,135200,92789.37,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,515200,General Fund,Park Maintenance,Electricity - Power,2019  -  2020,FY2020PRG40111FND101DEP19500ACC515200
2020,74100,74100,0,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,515500,General Fund,Park Maintenance,Water - Domestic,2019  -  2020,FY2020PRG40111FND101DEP19500ACC515500
2020,785000,785000,703539.5,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,515600,General Fund,Park Maintenance,Water - Parks and Parkways,2019  -  2020,FY2020PRG40111FND101DEP19500ACC515600
2020,0,910,1185,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,520700,General Fund,Park Maintenance,Dues and Memberships,2019  -  2020,FY2020PRG40111FND101DEP19500ACC520700
2020,2000,815,815,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,520900,General Fund,Park Maintenance,Professional Development,2019  -  2020,FY2020PRG40111FND101DEP19500ACC520900
2020,100000,85841,65144.12,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,525100,General Fund,Park Maintenance,Buildings and Structures,2019  -  2020,FY2020PRG40111FND101DEP19500ACC525100
2020,3200000,3185000,3091183.69,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,525200,General Fund,Park Maintenance,Landscaping and Sprinklers,2019  -  2020,FY2020PRG40111FND101DEP19500ACC525200
2020,30000,30000,11317.11,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,525800,General Fund,Park Maintenance,Other Equipment,2019  -  2020,FY2020PRG40111FND101DEP19500ACC525800
2020,2500,2500,0,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,530400,General Fund,Park Maintenance,Engineering and Architectural,2019  -  2020,FY2020PRG40111FND101DEP19500ACC530400
2020,7000,7000,1355.83,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,535400,General Fund,Park Maintenance,External Rent,2019  -  2020,FY2020PRG40111FND101DEP19500ACC535400
2020,26500,26500,26499.92,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,536100,General Fund,Park Maintenance,Internal Rent - Maintenance,2019  -  2020,FY2020PRG40111FND101DEP19500ACC536100
2020,24800,24800,24800.08,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,536200,General Fund,Park Maintenance,Internal Rent - Repl Cost,2019  -  2020,FY2020PRG40111FND101DEP19500ACC536200
2020,32400,32400,20777.66,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,536400,General Fund,Park Maintenance,Internal Rent - Fuel,2019  -  2020,FY2020PRG40111FND101DEP19500ACC536400
2020,18800,18800,17985.86,Community Health & Environment,Beautification,101,Public Services,19500,Maintenance Services,40111,Maintenance and Operations,540700,General Fund,Park Maintenance,Taxes and Assessments,2019  -  2020,FY2020PRG40111FND101DEP19500ACC540700
2020,92000,92000,85485.95,Community Health & Environment,Beautification,101,Public Services,19200,Engineering,40112,Salaries and Benefits,501200,General Fund,Park Development,Regular Salaries - Non-Sworn,2019  -  2020,FY2020PRG40112FND101DEP19200ACC501200
2020,1000,1000,578.15,Community Health & Environment,Beautification,101,Public Services,19200,Engineering,40112,Salaries and Benefits,501600,General Fund,Park Development,Vacation/Comp. Time Cash Out,2019  -  2020,FY2020PRG40112FND101DEP19200ACC501600
2020,700,700,115.61,Community Health & Environment,Beautification,101,Public Services,19200,Engineering,40112,Salaries and Benefits,501700,General Fund,Park Development,Holiday Allowance,2019  -  2020,FY2020PRG40112FND101DEP19200ACC501700
2020,0,0,2146.58,Community Health & Environment,Beautification,101,Public Services,19200,Engineering,40112,Salaries and Benefits,501800,General Fund,Park Development,Separation Pay-Off,2019  -  2020,FY2020PRG40112FND101DEP19200ACC501800
2020,1000,1000,362.96,Community Health & Environment,Beautification,101,Public Services,19200,Engineering,40112,Salaries and Benefits,501900,General Fund,Park Development,Other Compensation,2019  -  2020,FY2020PRG40112FND101DEP19200ACC501900
2020,14400,14400,12551.21,Community Health & Environment,Beautification,101,Public Services,19200,Engineering,40112,Salaries and Benefits,505100,General Fund,Park Development,Cafeteria Plan,2019  -  2020,FY2020PRG40112FND101DEP19200ACC505100
2020,1400,1400,1221.11,Community Health & Environment,Beautification,101,Public Services,19200,Engineering,40112,Salaries and Benefits,505200,General Fund,Park Development,Medicare,2019  -  2020,FY2020PRG40112FND101DEP19200ACC505200
2020,36300,35439,27717.86,Community Health & Environment,Beautification,101,Public Services,19200,Engineering,40112,Salaries and Benefits,505300,General Fund,Park Development,Retirement,2019  -  2020,FY2020PRG40112FND101DEP19200ACC505300
2020,190,190,39.78,Community Health & Environment,Beautification,101,Public Services,19200,Engineering,40112,Salaries and Benefits,505500,General Fund,Park Development,Executive Prof Development,2019  -  2020,FY2020PRG40112FND101DEP19200ACC505500
2020,300,300,637.77,Community Health & Environment,Beautification,101,Public Services,19200,Engineering,40112,Maintenance and Operations,510100,General Fund,Park Development,Stationery and Office,2019  -  2020,FY2020PRG40112FND101DEP19200ACC510100
2020,0,294,398.77,Community Health & Environment,Beautification,101,Public Services,19200,Engineering,40112,Maintenance and Operations,510200,General Fund,Park Development,"Multi-Media, Promos, Subscrpt.",2019  -  2020,FY2020PRG40112FND101DEP19200ACC510200
2020,1400,175,175,Community Health & Environment,Beautification,101,Public Services,19200,Engineering,40112,Maintenance and Operations,520900,General Fund,Park Development,Professional Development,2019  -  2020,FY2020PRG40112FND101DEP19200ACC520900
2020,275000,37547,0,Community Health & Environment,Beautification,413,Public Services,19200,Engineering,40112,Maintenance and Operations,510600,Golf Course Improvement Fund,Park Development,Maintenance and Construction,2019  -  2020,FY2020PRG40112FND413DEP19200ACC510600
2020,0,8439,7595.1,Community Health & Environment,Beautification,413,Public Services,19200,Engineering,40112,Fixed Assets,590800,Golf Course Improvement Fund,Park Development,Other Equipment,2019  -  2020,FY2020PRG40112FND413DEP19200ACC590800
2020,15980,15490,8924.76,Leisure and Community Svcs,Community Facilities,101,Parks and Community Services,14300,Recreation Division,40121,Salaries and Benefits,501200,General Fund,Downtown Recreation Center,Regular Salaries - Non-Sworn,2019  -  2020,FY2020PRG40121FND101DEP14300ACC501200
